offshore_f,40
offshore_g,40
onshore,30
onshore_V110,30
pv_g,30
pv_g_ns,30
pv_c,30
river,60
lake,70
nuc,60
ocgt,30
ccgt,40
phs,50
electrolysis,24
hydrogen,30
h2_ccgt,40
biogas1,30
biogas2,30
battery1,15
battery4,15
methane,30
methanation,30
pyrogazification,20
