0,4.387213342599027
1,4.388881167477415
2,4.390548992355803
3,4.39221681723419
4,4.393884642112578
5,4.395552466990966
6,4.3972202918693535
7,4.398888116747742
8,4.40055594162613
9,4.402223766504517
10,4.403891591382904
11,4.405559416261293
12,4.4072272411396805
13,4.408895066018068
14,4.410562890896456
15,4.412230715774844
16,4.413898540653231
17,4.415566365531619
18,4.417234190410007
19,4.418902015288395
20,4.420569840166783
21,4.422237665045171
22,4.423905489923558
23,4.425573314801945
24,4.4272411396803335
25,4.428908964558722
26,4.430576789437109
27,4.432244614315497
28,4.433912439193885
29,4.435580264072272
30,4.43724808895066
31,4.438915913829049
32,4.440583738707436
33,4.442251563585823
34,4.443919388464211
35,4.445587213342599
36,4.447255038220987
37,4.448922863099375
38,4.450590687977763
39,4.45225851285615
40,4.453926337734538
41,4.455594162612926
42,4.4572619874913135
43,4.458929812369701
44,4.460597637248089
45,4.462265462126477
46,4.463933287004864
47,4.465601111883252
48,4.4672689367616405
49,4.468936761640028
50,4.470604586518415
51,4.472272411396804
52,4.473940236275191
53,4.4756080611535785
54,4.477275886031967
55,4.478943710910355
56,4.480611535788742
57,4.48227936066713
58,4.483947185545518
59,4.485615010423905
60,4.4872828353022935
61,4.488950660180682
62,4.490618485059069
63,4.492286309937456
64,4.493954134815844
65,4.495621959694232
66,4.49728978457262
67,4.498957609451008
68,4.500625434329396
69,4.502293259207783
70,4.50396108408617
71,4.505628908964559
72,4.507296733842947
73,4.508964558721334
74,4.510632383599722
75,4.51230020847811
76,4.513968033356497
77,4.5156358582348854
78,4.517303683113274
79,4.518971507991661
80,4.520639332870049
81,4.522307157748437
82,4.523974982626824
83,4.5256428075052115
84,4.5273106323836
85,4.528978457261988
86,4.530646282140375
87,4.532314107018763
88,4.533981931897151
89,4.5356497567755385
90,4.537317581653926
91,4.538985406532315
92,4.540653231410702
93,4.542321056289089
94,4.543988881167477
95,4.5456567060458655
96,4.547324530924253
97,4.548992355802641
98,4.550660180681029
99,4.552328005559416
100,4.553995830437804
101,4.555663655316192
102,4.55733148019458
103,4.558999305072967
104,4.560667129951355
105,4.562334954829743
106,4.56400277970813
107,4.5656706045865185
108,4.567338429464907
109,4.569006254343294
110,4.570674079221681
