offshore_f,0
offshore_g,0
onshore,0
onshore_V110,0
pv_g,0
pv_g_ns,0
pv_c,0
river,0
lake,0
nuc,0.006
ocgt,0
ccgt,0
phs,0
battery1,0
battery4,0
biogas1,0.08
biogas2,0.08
electrolysis,0
h2_ccgt,0
hydrogen,0.005
methane,0
methanation,0.08
pyrogazification,0.08
